Athletes_Name,NOC,Game_Discipline,Rank,Gold,Silver,Bronze,Total_Medal,Rank by Total,Female,Male,Ratio,Total_Participants,Country_Name,Couch_Name,START (PDT),END (PDT)
BRAGMAYER Zsanett,Hungary,Triathlon,15.0,6.0,7.0,7.0,20.0,13.0,55,55,1.0,110,Hungary,,2021-07-31 22:20:00,2021-08-01 02:10:00
BRAID Connor,Canada,Rugby Sevens,11.0,7.0,6.0,11.0,24.0,11.0,146,151,1.0342465753424657,297,Canada,PAUL Henry,2021-07-31 22:30:00,2021-08-01 01:30:00
BRAIDOT Luca,Italy,Cycling Mountain Bike,10.0,10.0,10.0,20.0,40.0,7.0,38,38,1.0,76,,,2021-07-31 23:00:00,2021-08-01 00:30:00
BRAIT Camila,Brazil,Volleyball,12.0,7.0,6.0,8.0,21.0,12.0,144,144,1.0,288,Brazil,GUIMARAES Jose Roberto,2021-08-01 01:00:00,2021-08-01 04:00:00
BRAKE Michael,New Zealand,Rowing,13.0,7.0,6.0,7.0,20.0,13.0,257,265,1.0311284046692606,522,,,2021-08-01 01:00:00,2021-08-01 02:50:00
BRAND Tim,Australia,Hockey,6.0,17.0,7.0,22.0,46.0,6.0,192,192,1.0,384,Australia,STANIFORTH Dave,2021-08-01 01:00:00,2021-08-01 03:40:00
BRANDAU Elisabeth,Germany,Cycling Mountain Bike,9.0,10.0,11.0,16.0,37.0,8.0,38,38,1.0,76,,,2021-08-01 01:20:00,2021-08-01 03:20:00
BRANDL Maximilian,Germany,Cycling Mountain Bike,9.0,10.0,11.0,16.0,37.0,8.0,38,38,1.0,76,,,2021-08-01 02:15:00,2021-08-01 03:15:00
BRANKOVSKI Borjan,North Macedonia,Shooting,77.0,0.0,1.0,0.0,1.0,77.0,178,178,1.0,356,,,2021-08-01 02:20:00,2021-08-01 05:10:00
BRANQUINHO Diogo,Portugal,Handball,56.0,1.0,1.0,2.0,4.0,47.0,168,168,1.0,336,Portugal,PEREIRA Paulo Jorge,2021-08-01 02:30:00,2021-08-01 05:20:00
BRANSER Marie,Democratic Republic of the Congo,Judo,,,,,,,192,201,1.046875,393,,,2021-08-01 02:30:00,2021-08-01 06:45:00
BRANZ Maria Sol,Argentina,Sailing,72.0,0.0,1.0,2.0,3.0,60.0,175,175,1.0,350,,,2021-08-01 03:00:00,2021-08-01 05:55:00
BRASH Scott,Great Britain,Equestrian,4.0,22.0,21.0,22.0,65.0,4.0,73,125,1.7123287671232876,198,,,2021-08-01 03:00:00,2021-08-01 06:00:00
BRASPENNINCX Shanne,Netherlands,Cycling Track,7.0,10.0,12.0,14.0,36.0,9.0,90,99,1.1,189,Netherlands,,2021-08-01 03:30:00,2021-08-01 07:00:00
BRASSART Maellyse,Belgium,Artistic Gymnastics,29.0,3.0,1.0,3.0,7.0,33.0,98,98,1.0,196,Belgium,,2021-08-01 03:30:00,2021-08-01 06:30:00
BRATHWAITE Shane,Barbados,Athletics,,,,,,,969,1072,1.106295149638803,2041,,,2021-08-01 03:40:00,2021-08-01 07:30:00
BRATTSET DALE Kari,Norway,Handball,20.0,4.0,2.0,2.0,8.0,29.0,168,168,1.0,336,Norway,HERGEIRSSON Thorir,2021-08-01 03:50:00,2021-08-01 06:00:00
BRAUNSCHWEIG Ole,Germany,Swimming,9.0,10.0,11.0,16.0,37.0,8.0,361,418,1.1578947368421053,779,Germany,,2021-08-01 04:30:00,2021-08-01 07:00:00
BRAUSSE Franziska,Germany,Cycling Track,9.0,10.0,11.0,16.0,37.0,8.0,90,99,1.1,189,Germany,,2021-08-01 05:00:00,2021-08-01 07:00:00
BRAVO Claudio,Argentina,Football,72.0,0.0,1.0,2.0,3.0,60.0,264,344,1.303030303030303,608,Argentina,BATISTA Fernando,2021-08-01 05:00:00,2021-08-01 06:50:00
BRAVO Elizabeth,Ecuador,Triathlon,38.0,2.0,1.0,0.0,3.0,60.0,55,55,1.0,110,,,2021-08-01 16:30:00,2021-08-02 02:00:00
BRAY-LOUGHEED Alanna,Canada,Canoe Sprint,11.0,7.0,6.0,11.0,24.0,11.0,123,126,1.024390243902439,249,,,2021-08-01 17:00:00,2021-08-01 19:55:00
BRAZ Thiago,Brazil,Athletics,12.0,7.0,6.0,8.0,21.0,12.0,969,1072,1.106295149638803,2041,Brazil,,2021-08-01 17:00:00,2021-08-01 18:50:00
BRAZIER Kelly,New Zealand,Rugby Sevens,13.0,7.0,6.0,7.0,20.0,13.0,146,151,1.0342465753424657,297,New Zealand,LAIDLAW Clark,2021-08-01 17:00:00,2021-08-01 20:30:00
BRECCIAROLI Stefano,Italy,Equestrian,10.0,10.0,10.0,20.0,40.0,7.0,73,125,1.7123287671232876,198,,,2021-08-01 17:00:00,2021-08-01 20:50:00
BREDAL OFTEDAL Stine,Norway,Handball,20.0,4.0,2.0,2.0,8.0,29.0,168,168,1.0,336,Norway,HERGEIRSSON Thorir,2021-08-01 17:30:00,2021-08-01 21:00:00
BREISTOEL Kristine,Norway,Handball,20.0,4.0,2.0,2.0,8.0,29.0,168,168,1.0,336,Norway,HERGEIRSSON Thorir,2021-08-01 17:30:00,2021-08-01 21:45:00
BREMBACH Nils,Germany,Athletics,9.0,10.0,11.0,16.0,37.0,8.0,969,1072,1.106295149638803,2041,Germany,,2021-08-01 18:00:00,2021-08-01 20:00:00
BRENDEL Sebastian,Germany,Canoe Sprint,9.0,10.0,11.0,16.0,37.0,8.0,123,126,1.024390243902439,249,,,2021-08-01 18:00:00,2021-08-01 21:00:00
BRENNAN Emmet,Ireland,Boxing,39.0,2.0,0.0,2.0,4.0,47.0,102,187,1.8333333333333333,289,,,2021-08-01 18:00:00,2021-08-01 20:50:00
BRENNAUER Lisa,Germany,Cycling Road,9.0,10.0,11.0,16.0,37.0,8.0,70,131,1.8714285714285714,201,,,2021-08-01 19:00:00,2021-08-01 21:30:00
BRENNO,Brazil,Football,12.0,7.0,6.0,8.0,21.0,12.0,264,344,1.303030303030303,608,Brazil,SUNDHAGE Pia Mariane,2021-08-01 19:50:00,2021-08-01 22:00:00
BRES Klaudia,Poland,Shooting,17.0,4.0,5.0,5.0,14.0,19.0,178,178,1.0,356,,,2021-08-01 20:00:00,2021-08-01 23:00:00
BREW Chloe,Great Britain,Rowing,4.0,22.0,21.0,22.0,65.0,4.0,257,265,1.0311284046692606,522,,,2021-08-01 20:00:00,2021-08-02 02:00:00
BRGULJAN Drasko,Montenegro,Water Polo,,,,,,,122,146,1.1967213114754098,268,Montenegro,GOJKOVIC Vladimir,2021-08-01 21:00:00,2021-08-01 23:30:00
BRIELS Thomas,Belgium,Hockey,29.0,3.0,1.0,3.0,7.0,33.0,192,192,1.0,384,Belgium,McLEOD Shane,2021-08-01 21:00:00,2021-08-01 22:50:00
BRIER Joseph,Great Britain,Athletics,4.0,22.0,21.0,22.0,65.0,4.0,969,1072,1.106295149638803,2041,Great Britain,,2021-08-01 21:40:00,2021-08-01 23:40:00
BRIGDEN-JONES Jo,Australia,Canoe Sprint,6.0,17.0,7.0,22.0,46.0,6.0,123,126,1.024390243902439,249,,,2021-08-01 22:00:00,2021-08-02 00:50:00
BRIGHT Millie,Great Britain,Football,4.0,22.0,21.0,22.0,65.0,4.0,264,344,1.303030303030303,608,Great Britain,RIISE Hege,2021-08-01 22:15:00,2021-08-02 01:45:00
BRINEGAR Michael,United States of America,Swimming,1.0,39.0,41.0,33.0,113.0,1.0,361,418,1.1578947368421053,779,United States,,2021-08-01 22:20:00,2021-08-02 02:10:00
BRINKMAN Thierry,Netherlands,Hockey,7.0,10.0,12.0,14.0,36.0,9.0,192,192,1.0,384,Netherlands,ZIJP Simon,2021-08-01 22:30:00,2021-08-02 01:30:00
BRITTAIN Lawrence,South Africa,Rowing,52.0,1.0,2.0,0.0,3.0,60.0,257,265,1.0311284046692606,522,,,2021-08-01 23:00:00,2021-08-02 01:30:00
BRIZARD Antoine,France,Volleyball,8.0,10.0,12.0,11.0,33.0,10.0,144,144,1.0,288,France,TILLIE Laurent,2021-08-01 23:30:00,2021-08-02 02:30:00
BRNOVIC Tatjana,Montenegro,Handball,,,,,,,168,168,1.0,336,Montenegro,SAVIC Maja,2021-08-01 23:50:00,2021-08-02 02:00:00
BRO Signe,Denmark,Swimming,25.0,3.0,4.0,4.0,11.0,23.0,361,418,1.1578947368421053,779,Denmark,,2021-08-02 01:00:00,2021-08-02 03:15:00
BROCK Laura,Australia,Football,6.0,17.0,7.0,22.0,46.0,6.0,264,344,1.303030303030303,608,Australia,GUSTAVSSON Tony,2021-08-02 01:00:00,2021-08-02 02:50:00
BRODERSEN Svend,Germany,Football,9.0,10.0,11.0,16.0,37.0,8.0,264,344,1.303030303030303,608,Germany,KUNTZ Stefan,2021-08-02 01:00:00,2021-08-02 06:25:00
BRODKA Amelia,Poland,Skateboarding,17.0,4.0,5.0,5.0,14.0,19.0,40,40,1.0,80,,,2021-08-02 01:00:00,2021-08-02 04:00:00
BROEDERS Ben,Belgium,Athletics,29.0,3.0,1.0,3.0,7.0,33.0,969,1072,1.106295149638803,2041,Belgium,,2021-08-02 01:20:00,2021-08-02 03:20:00
BROEKSMA Gijs,Netherlands,Archery,7.0,10.0,12.0,14.0,36.0,9.0,64,64,1.0,128,Netherlands,,2021-08-02 02:15:00,2021-08-02 06:00:00
BROEKX Lize,Belgium,Canoe Sprint,29.0,3.0,1.0,3.0,7.0,33.0,123,126,1.024390243902439,249,,,2021-08-02 02:20:00,2021-08-02 05:10:00
BROENINK Stef,Netherlands,Rowing,7.0,10.0,12.0,14.0,36.0,9.0,257,265,1.0311284046692606,522,,,2021-08-02 02:30:00,2021-08-02 06:45:00
BROERSEN Nadine,Netherlands,Athletics,7.0,10.0,12.0,14.0,36.0,9.0,969,1072,1.106295149638803,2041,Netherlands,,2021-08-02 03:00:00,2021-08-02 06:00:00
BROMELL Trayvon,United States of America,Athletics,1.0,39.0,41.0,33.0,113.0,1.0,969,1072,1.106295149638803,2041,United States,,2021-08-02 03:00:00,2021-08-02 06:00:00
BROMFIELD Junelle,Jamaica,Athletics,21.0,4.0,1.0,4.0,9.0,26.0,969,1072,1.106295149638803,2041,Jamaica,,2021-08-02 03:30:00,2021-08-02 05:30:00
BROMLEY Michelle,Australia,Table Tennis,6.0,17.0,7.0,22.0,46.0,6.0,86,86,1.0,172,Australia,,2021-08-02 03:30:00,2021-08-02 07:00:00
BROMLEY Michelle,Australia,Table Tennis,6.0,17.0,7.0,22.0,46.0,6.0,86,86,1.0,172,HU Heming / TAPPER Melissa,,2021-08-02 03:30:00,2021-08-02 06:30:00
BRONZE Lucy,Great Britain,Football,4.0,22.0,21.0,22.0,65.0,4.0,264,344,1.303030303030303,608,Great Britain,RIISE Hege,2021-08-02 03:40:00,2021-08-02 07:30:00
BROOKS Declan,Great Britain,Cycling BMX Freestyle,4.0,22.0,21.0,22.0,65.0,4.0,10,9,0.9,19,,,2021-08-02 03:50:00,2021-08-02 06:00:00
BROOKS Jelena,Serbia,Basketball,28.0,3.0,1.0,5.0,9.0,26.0,144,144,1.0,288,Serbia,MALJKOVIC Marina,2021-08-02 04:00:00,2021-08-02 07:00:00
BROOKSHIRE Suzannah,Mexico,Baseball/Softball,84.0,0.0,0.0,4.0,4.0,47.0,90,144,1.6,234,Mexico,MUNOZ Noe de Jesus,2021-08-02 04:00:00,2021-08-02 07:00:00
BROSSIER Amandine,France,Athletics,8.0,10.0,12.0,11.0,33.0,10.0,969,1072,1.106295149638803,2041,France,,2021-08-02 05:00:00,2021-08-02 07:00:00
BROSZUS Blake,Canada,Fencing,11.0,7.0,6.0,11.0,24.0,11.0,107,108,1.0093457943925233,215,Canada,,2021-08-02 05:00:00,2021-08-02 06:50:00
BROUGHTON Gayle,New Zealand,Rugby Sevens,13.0,7.0,6.0,7.0,20.0,13.0,146,151,1.0342465753424657,297,New Zealand,LAIDLAW Clark,2021-08-02 17:00:00,2021-08-02 20:35:00
BROUWER Alexander,Netherlands,Beach Volleyball,7.0,10.0,12.0,14.0,36.0,9.0,48,48,1.0,96,Brouwer/Meeuwsen,,2021-08-02 17:00:00,2021-08-02 18:50:00
BROUWER Alexander,Netherlands,Beach Volleyball,7.0,10.0,12.0,14.0,36.0,9.0,48,48,1.0,96,Keizer/Meppelink,,2021-08-02 17:00:00,2021-08-02 19:00:00
BROUWER Alexander,Netherlands,Beach Volleyball,7.0,10.0,12.0,14.0,36.0,9.0,48,48,1.0,96,Stam/Schoon,,2021-08-02 17:30:00,2021-08-02 21:15:00
BROWN Abbie,Great Britain,Rugby Sevens,4.0,22.0,21.0,22.0,65.0,4.0,146,151,1.0342465753424657,297,Great Britain,ROQUES Anthony,2021-08-02 17:30:00,2021-08-02 19:30:00
BROWN Alicia,Canada,Athletics,11.0,7.0,6.0,11.0,24.0,11.0,969,1072,1.106295149638803,2041,Canada,,2021-08-02 18:00:00,2021-08-02 20:00:00
BROWN Colton,United States of America,Judo,1.0,39.0,41.0,33.0,113.0,1.0,192,201,1.046875,393,,,2021-08-02 18:00:00,2021-08-02 19:30:00
BROWN Erika,United States of America,Swimming,1.0,39.0,41.0,33.0,113.0,1.0,361,418,1.1578947368421053,779,United States,,2021-08-02 18:00:00,2021-08-02 21:00:00
BROWN Grace,Australia,Cycling Road,6.0,17.0,7.0,22.0,46.0,6.0,70,131,1.8714285714285714,201,,,2021-08-02 18:30:00,2021-08-02 20:15:00
BROWN Ira,Japan,3x3 Basketball,3.0,27.0,14.0,17.0,58.0,5.0,32,32,1.0,64,Japan,,2021-08-02 19:00:00,2021-08-02 21:40:00
BROWN Javeir,Jamaica,Athletics,21.0,4.0,1.0,4.0,9.0,26.0,969,1072,1.106295149638803,2041,Jamaica,,2021-08-02 19:00:00,2021-08-02 21:30:00
BROWN Joanna,Canada,Triathlon,11.0,7.0,6.0,11.0,24.0,11.0,55,55,1.0,110,Canada,,2021-08-02 21:00:00,2021-08-02 23:00:00
BROWN Maceo,United States of America,Rugby Sevens,1.0,39.0,41.0,33.0,113.0,1.0,146,151,1.0342465753424657,297,United States,FRIDAY Mike,2021-08-02 21:15:00,2021-08-02 23:15:00
BROWN Mackenzie,United States of America,Archery,1.0,39.0,41.0,33.0,113.0,1.0,64,64,1.0,128,United States,,2021-08-02 21:40:00,2021-08-02 23:40:00
BROWN Max,New Zealand,Canoe Sprint,13.0,7.0,6.0,7.0,20.0,13.0,123,126,1.024390243902439,249,,,2021-08-02 21:50:00,2021-08-03 00:00:00
BROWN Ricardo,Jamaica,Boxing,21.0,4.0,1.0,4.0,9.0,26.0,102,187,1.8333333333333333,289,,,2021-08-02 22:00:00,2021-08-03 00:50:00
BROWN Sky,Great Britain,Skateboarding,4.0,22.0,21.0,22.0,65.0,4.0,40,40,1.0,80,,,2021-08-02 22:30:00,2021-08-03 00:55:00
BROWNE Kwesi,Trinidad and Tobago,Cycling Track,,,,,,,90,99,1.1,189,,,2021-08-02 22:30:00,2021-08-03 01:30:00
BROWNING Kayle,United States of America,Shooting,1.0,39.0,41.0,33.0,113.0,1.0,178,178,1.0,356,,,2021-08-02 23:00:00,2021-08-03 00:30:00
BROWNING Rohan,Australia,Athletics,6.0,17.0,7.0,22.0,46.0,6.0,969,1072,1.106295149638803,2041,Australia,,2021-08-02 23:30:00,2021-08-03 02:10:00
BROWNLEE Jonathan,Great Britain,Triathlon,4.0,22.0,21.0,22.0,65.0,4.0,55,55,1.0,110,Great Britain,,2021-08-03 01:00:00,2021-08-03 03:15:00
BRUCE Lauren,New Zealand,Athletics,13.0,7.0,6.0,7.0,20.0,13.0,969,1072,1.106295149638803,2041,,,2021-08-03 01:00:00,2021-08-03 03:40:00
BRUCE Nick,United States of America,Cycling BMX Freestyle,1.0,39.0,41.0,33.0,113.0,1.0,10,9,0.9,19,,,2021-08-03 01:00:00,2021-08-03 04:00:00
BRUECKLER Julia,Austria,Skateboarding,53.0,1.0,1.0,5.0,7.0,33.0,40,40,1.0,80,,,2021-08-03 01:00:00,2021-08-03 03:00:00
BRUESSLER Sarah,Germany,Canoe Sprint,9.0,10.0,11.0,16.0,37.0,8.0,123,126,1.024390243902439,249,,,2021-08-03 01:00:00,2021-08-03 06:40:00
BRUGGEMAN Lore,Belgium,Skateboarding,29.0,3.0,1.0,3.0,7.0,33.0,40,40,1.0,80,,,2021-08-03 01:00:00,2021-08-03 03:00:00
BRUHN Annika,Germany,Swimming,9.0,10.0,11.0,16.0,37.0,8.0,361,418,1.1578947368421053,779,Germany,,2021-08-03 01:20:00,2021-08-03 03:20:00
BRUME Ese,Nigeria,Athletics,74.0,0.0,1.0,1.0,2.0,66.0,969,1072,1.106295149638803,2041,Nigeria,,2021-08-03 02:15:00,2021-08-03 06:00:00
BRUN Kristoffer,Norway,Rowing,20.0,4.0,2.0,2.0,8.0,29.0,257,265,1.0311284046692606,522,,,2021-08-03 02:20:00,2021-08-03 05:10:00
BRUNET Manon,France,Fencing,8.0,10.0,12.0,11.0,33.0,10.0,107,108,1.0093457943925233,215,France,,2021-08-03 03:00:00,2021-08-03 05:55:00
BRUNI Rachele,Italy,Marathon Swimming,10.0,10.0,10.0,20.0,40.0,7.0,25,25,1.0,50,,,2021-08-03 03:00:00,2021-08-03 06:00:00
BRUNI Roberta,Italy,Athletics,10.0,10.0,10.0,20.0,40.0,7.0,969,1072,1.106295149638803,2041,Italy,,2021-08-03 03:00:00,2021-08-03 06:45:00
BRUSSINO Nicolas,Argentina,Basketball,72.0,0.0,1.0,2.0,3.0,60.0,144,144,1.0,288,Argentina,HERNANDEZ Sergio,2021-08-03 03:00:00,2021-08-03 04:45:00
BRUYNSEELS Niels,Belgium,Equestrian,29.0,3.0,1.0,3.0,7.0,33.0,73,125,1.7123287671232876,198,,,2021-08-03 03:30:00,2021-08-03 05:00:00
BRYDON David,New Zealand,Hockey,13.0,7.0,6.0,7.0,20.0,13.0,192,192,1.0,384,New Zealand,TURNER Glenn,2021-08-03 03:30:00,2021-08-03 06:30:00
BRYL Michal,Poland,Beach Volleyball,17.0,4.0,5.0,5.0,14.0,19.0,48,48,1.0,96,Bryl/Fijalek,,2021-08-03 03:50:00,2021-08-03 06:00:00
BRYL Michal,Poland,Beach Volleyball,17.0,4.0,5.0,5.0,14.0,19.0,48,48,1.0,96,Kantor/Losiak,,2021-08-03 04:00:00,2021-08-03 07:00:00
BRYS Tim,Belgium,Rowing,29.0,3.0,1.0,3.0,7.0,33.0,257,265,1.0311284046692606,522,,,2021-08-03 04:45:00,2021-08-03 06:45:00
BRYZHINA Anastasiya,Ukraine,Athletics,44.0,1.0,6.0,12.0,19.0,16.0,969,1072,1.106295149638803,2041,Ukraine,,2021-08-03 05:00:00,2021-08-03 07:00:00
BRZEZINSKI Marcin,Poland,Rowing,17.0,4.0,5.0,5.0,14.0,19.0,257,265,1.0311284046692606,522,,,2021-08-03 05:00:00,2021-08-03 06:50:00
BRZOZOWSKI Artur,Poland,Athletics,17.0,4.0,5.0,5.0,14.0,19.0,969,1072,1.106295149638803,2041,Poland,,2021-08-03 05:30:00,2021-08-03 07:30:00
BU ARISH Yousif,Saudi Arabia,Swimming,77.0,0.0,1.0,0.0,1.0,77.0,361,418,1.1578947368421053,779,,,2021-08-03 15:00:00,2021-08-03 17:40:00
BU Tingkai,People's Republic of China,Canoe Sprint,2.0,38.0,32.0,18.0,88.0,2.0,123,126,1.024390243902439,249,,,2021-08-03 15:30:00,2021-08-03 23:30:00
BUBLIK Alexander,Kazakhstan,Tennis,83.0,0.0,0.0,8.0,8.0,29.0,94,97,1.0319148936170213,191,,,2021-08-03 17:00:00,2021-08-03 20:25:00
BUCHANAN Kadeisha,Canada,Football,11.0,7.0,6.0,11.0,24.0,11.0,264,344,1.303030303030303,608,Canada,PRIESTMAN Bev,2021-08-03 17:00:00,2021-08-03 18:50:00
BUCHANAN Rushlee,New Zealand,Cycling Track,13.0,7.0,6.0,7.0,20.0,13.0,90,99,1.1,189,New Zealand,,2021-08-03 17:00:00,2021-08-03 21:40:00
BUCHARD Amandine,France,Judo,8.0,10.0,12.0,11.0,33.0,10.0,192,201,1.046875,393,,,2021-08-03 17:00:00,2021-08-03 19:00:00
BUCHER Simon,Austria,Swimming,53.0,1.0,1.0,5.0,7.0,33.0,361,418,1.1578947368421053,779,,,2021-08-03 17:30:00,2021-08-03 20:40:00
BUCHLI Matthijs,Netherlands,Cycling Track,7.0,10.0,12.0,14.0,36.0,9.0,90,99,1.1,189,Netherlands,,2021-08-03 17:30:00,2021-08-03 19:30:00
BUCHMANN Emanuel,Germany,Cycling Road,9.0,10.0,11.0,16.0,37.0,8.0,70,131,1.8714285714285714,201,,,2021-08-03 18:00:00,2021-08-03 20:00:00
BUCK Charlotte,United States of America,Rowing,1.0,39.0,41.0,33.0,113.0,1.0,257,265,1.0311284046692606,522,,,2021-08-03 18:00:00,2021-08-03 21:00:00
BUCKINGHAM Ben,Australia,Athletics,6.0,17.0,7.0,22.0,46.0,6.0,969,1072,1.106295149638803,2041,Australia,,2021-08-03 18:30:00,2021-08-03 20:15:00
BUCKINGHAM Charlie,United States of America,Sailing,1.0,39.0,41.0,33.0,113.0,1.0,175,175,1.0,350,,,2021-08-03 19:00:00,2021-08-03 21:30:00
BUCKLE Carolyn,Australia,Artistic Swimming,6.0,17.0,7.0,22.0,46.0,6.0,105,0,0.0,105,Australia,MONTICO Loredana,2021-08-03 20:00:00,2021-08-03 23:00:00
BUCKLING Hannah,Australia,Water Polo,6.0,17.0,7.0,22.0,46.0,6.0,122,146,1.1967213114754098,268,Australia,MIHAILOVIC Predrag,2021-08-03 21:00:00,2021-08-03 23:00:00
BUCZEK Jakub,Canada,Rowing,11.0,7.0,6.0,11.0,24.0,11.0,257,265,1.0311284046692606,522,,,2021-08-03 21:15:00,2021-08-03 23:15:00
BUDCHARERN Siri Arun,Lao People's Democratic Republic,Swimming,,,,,,,361,418,1.1578947368421053,779,,,2021-08-03 21:40:00,2021-08-03 23:40:00
BUDIAK Anatolii,Ukraine,Cycling Road,44.0,1.0,6.0,12.0,19.0,16.0,70,131,1.8714285714285714,201,,,2021-08-03 21:50:00,2021-08-04 00:00:00
BUENO Laura,Spain,Athletics,22.0,3.0,8.0,6.0,17.0,17.0,969,1072,1.106295149638803,2041,Spain,,2021-08-03 22:00:00,2021-08-04 00:10:00
BUFONI Leticia,Brazil,Skateboarding,12.0,7.0,6.0,8.0,21.0,12.0,40,40,1.0,80,,,2021-08-03 22:00:00,2021-08-04 00:50:00
BUGAJSKI Josh,Great Britain,Rowing,4.0,22.0,21.0,22.0,65.0,4.0,257,265,1.0311284046692606,522,,,2021-08-03 22:30:00,2021-08-04 00:55:00
BUGALLO Agustin Fernando,Argentina,Hockey,72.0,0.0,1.0,2.0,3.0,60.0,192,192,1.0,384,Argentina,RETEGUI Carlos Jose,2021-08-03 22:30:00,2021-08-04 01:30:00
BUHL-HANSEN Laerke,Denmark,Sailing,25.0,3.0,4.0,4.0,11.0,23.0,175,175,1.0,350,,,2021-08-03 23:00:00,2021-08-04 01:30:00
BUHUS Iuliana,Romania,Rowing,46.0,1.0,3.0,0.0,4.0,47.0,257,265,1.0311284046692606,522,,,2021-08-03 23:30:00,2021-08-04 03:00:00
BUI Kim,Germany,Artistic Gymnastics,9.0,10.0,11.0,16.0,37.0,8.0,98,98,1.0,196,Germany,,2021-08-04 01:00:00,2021-08-04 03:00:00
BUISA Pam,Canada,Rugby Sevens,11.0,7.0,6.0,11.0,24.0,11.0,146,151,1.0342465753424657,297,Canada,PAUL Henry,2021-08-04 01:00:00,2021-08-04 06:40:00
BUITENDAG Bianca,South Africa,Surfing,52.0,1.0,2.0,0.0,3.0,60.0,20,20,1.0,40,,,2021-08-04 01:00:00,2021-08-04 03:00:00
BUJAK Eugenia,Slovenia,Cycling Road,31.0,3.0,1.0,1.0,5.0,42.0,70,131,1.8714285714285714,201,,,2021-08-04 01:20:00,2021-08-04 03:20:00
BUJOLD Mandy,Canada,Boxing,11.0,7.0,6.0,11.0,24.0,11.0,102,187,1.8333333333333333,289,,,2021-08-04 02:15:00,2021-08-04 06:00:00
BUKHOV Vladyslav,Ukraine,Swimming,44.0,1.0,6.0,12.0,19.0,16.0,361,418,1.1578947368421053,779,,,2021-08-04 02:20:00,2021-08-04 05:10:00
BUKIC Luka,Croatia,Water Polo,26.0,3.0,3.0,2.0,8.0,29.0,122,146,1.1967213114754098,268,Croatia,TUCAK Ivica,2021-08-04 02:30:00,2021-08-04 06:00:00
BUKOWIECKI Konrad,Poland,Athletics,17.0,4.0,5.0,5.0,14.0,19.0,969,1072,1.106295149638803,2041,Poland,,2021-08-04 03:00:00,2021-08-04 06:00:00
BULAICH SIMIAN Daniela,Argentina,Volleyball,72.0,0.0,1.0,2.0,3.0,60.0,144,144,1.0,288,Argentina,WOELFLIN Roberto Osvaldo,2021-08-04 03:00:00,2021-08-04 05:40:00
BULL Alyssa,Australia,Canoe Sprint,6.0,17.0,7.0,22.0,46.0,6.0,123,126,1.024390243902439,249,,,2021-08-04 03:00:00,2021-08-04 04:45:00
BULL Tyson,Australia,Artistic Gymnastics,6.0,17.0,7.0,22.0,46.0,6.0,98,98,1.0,196,,,2021-08-04 03:30:00,2021-08-04 05:00:00
BULMER Josephine,Australia,Canoe Sprint,6.0,17.0,7.0,22.0,46.0,6.0,123,126,1.024390243902439,249,,,2021-08-04 03:30:00,2021-08-04 06:30:00
BULTOR Daryl,France,Volleyball,8.0,10.0,12.0,11.0,33.0,10.0,144,144,1.0,288,France,TILLIE Laurent,2021-08-04 03:50:00,2021-08-04 06:00:00
BUNDSEN Johanna,Sweden,Handball,23.0,3.0,6.0,0.0,9.0,26.0,168,168,1.0,336,Sweden,SOLBERG Glenn,2021-08-04 04:45:00,2021-08-04 06:45:00
BUNGE Claudia,New Zealand,Football,13.0,7.0,6.0,7.0,20.0,13.0,264,344,1.303030303030303,608,New Zealand,SERMANNI Tom,2021-08-04 05:00:00,2021-08-04 07:00:00
BURCHAM Scotty,Israel,Baseball/Softball,39.0,2.0,0.0,2.0,4.0,47.0,90,144,1.6,234,Israel,FISH Nathan,2021-08-04 05:00:00,2021-08-04 06:50:00
BURCHELL Remona,Jamaica,Athletics,21.0,4.0,1.0,4.0,9.0,26.0,969,1072,1.106295149638803,2041,Jamaica,,2021-08-04 05:30:00,2021-08-04 07:30:00
BURDISSO Federico,Italy,Swimming,10.0,10.0,10.0,20.0,40.0,7.0,361,418,1.1578947368421053,779,Italy,,2021-08-04 15:00:00,2021-08-04 17:40:00
BURESTEDT Felix,Sweden,Badminton,23.0,3.0,6.0,0.0,9.0,26.0,86,87,1.0116279069767442,173,,,2021-08-04 15:30:00,2021-08-04 23:30:00
BURGER Alex,South Africa,Sailing,52.0,1.0,2.0,0.0,3.0,60.0,175,175,1.0,350,,,2021-08-04 17:00:00,2021-08-04 23:05:00
BURGER Guillaume,France,Canoe Sprint,8.0,10.0,12.0,11.0,33.0,10.0,123,126,1.024390243902439,249,,,2021-08-04 17:00:00,2021-08-04 18:50:00
BURGESS Adam,Great Britain,Canoe Slalom,4.0,22.0,21.0,22.0,65.0,4.0,41,41,1.0,82,,,2021-08-04 17:00:00,2021-08-04 21:40:00
BURGHARDT Alexandra,Germany,Athletics,9.0,10.0,11.0,16.0,37.0,8.0,969,1072,1.106295149638803,2041,Germany,,2021-08-04 17:30:00,2021-08-04 21:05:00
BURGO Samuele,Italy,Canoe Sprint,10.0,10.0,10.0,20.0,40.0,7.0,123,126,1.024390243902439,249,,,2021-08-04 18:00:00,2021-08-04 19:30:00
BURIAN Katalin,Hungary,Swimming,15.0,6.0,7.0,7.0,20.0,13.0,361,418,1.1578947368421053,779,Hungary,,2021-08-04 18:00:00,2021-08-04 22:45:00
